Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Discount Category,Revenue per Unit,Profit per Unit
1930,US-2017-101539,3/16/2017,3/18/2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,46.51,1,0,1.86,4.0,No Discount,46.51,1.86
1931,US-2017-101539,3/16/2017,3/18/2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,20,49.50,7.5,Low Discount,219.99,16.50
1932,CA-2016-152121,11/27/2016,11/29/2016,Second Class,CC-12670,Craig Carreira,Consumer,United States,Scottsdale,Arizona,85254,West,TEC-PH-10002483,Technology,Phones,Motorola Moto X,271.992,1,20,23.80,8.8,Low Discount,271.99,23.80
1933,CA-2017-161200,8/6/2017,8/10/2017,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,3,0,23.32,16.0,No Discount,48.58,7.77
1934,CA-2017-161200,8/6/2017,8/10/2017,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,5,0,7.39,48.0,No Discount,3.08,1.48
1935,CA-2017-101245,11/27/2017,12/3/2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,244.55,5,0,114.94,47.0,No Discount,48.91,22.99
1936,CA-2017-101245,11/27/2017,12/3/2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,8,0,59.82,36.0,No Discount,20.77,7.48
1937,CA-2015-141768,5/25/2015,5/27/2015,Second Class,NP-18685,Nora Pelletier,Home Office,United States,San Francisco,California,94109,West,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0,4.86,33.0,No Discount,4.91,1.62
1938,CA-2016-112109,7/8/2016,7/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,70,-13.31,-66.6,High Discount,9.99,-6.66
1939,CA-2016-112109,7/8/2016,7/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-ST-10001505,Office Supplies,Storage,"\"Perma STOR-ALL Hanging File Box, 13 1/8\"\"W x 12 1/4\"\"D x 10 1/2\"\"H\"",33.488,7,20,-1.26,-3.8,Low Discount,4.78,-0.18
1940,CA-2016-112109,7/8/2016,7/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,70,-6.12,-70.0,High Discount,2.19,-1.53
1941,CA-2016-112109,7/8/2016,7/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,20,74.57,11.2,Low Discount,220.96,24.86
1942,CA-2017-144064,8/29/2017,9/1/2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36,4,20,17.76,37.5,Low Discount,11.84,4.44
1943,CA-2017-144064,8/29/2017,9/1/2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,20,2.40,8.7,Low Discount,13.72,1.20
1944,CA-2017-144064,8/29/2017,9/1/2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24,9,80,-5.18,-159.9,High Discount,0.36,-0.58
1945,CA-2016-108581,6/20/2016,6/26/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,95.968,4,20,26.39,27.5,Low Discount,23.99,6.60
1946,CA-2016-108581,6/20/2016,6/26/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2,20,3.63,35.0,Low Discount,5.19,1.82
1947,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,23.1,2,0,6.47,28.0,No Discount,11.55,3.24
1948,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2,0,3.46,30.0,No Discount,5.77,1.73
1949,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,1,40,-93.33,-36.7,Medium Discount,254.53,-93.33
1950,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,1,0,3.76,29.0,No Discount,12.98,3.76
1951,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1\"\"",26.432,8,20,8.92,33.7,Low Discount,3.30,1.12
1952,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,3,0,57.41,29.0,No Discount,65.99,19.14
1953,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0,9.07,48.0,No Discount,3.15,1.51
1954,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,5,10,213.74,16.7,Low Discount,256.48,42.75
1955,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3,0,2.21,44.9,No Discount,1.64,0.74
1956,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238,2,0,38.08,16.0,No Discount,119.00,19.04
1957,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0,40.31,24.0,No Discount,55.99,13.44
1958,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,17.12,4,0,7.70,45.0,No Discount,4.28,1.93
1959,CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,16.2,3,0,7.78,48.0,No Discount,5.40,2.59
1960,CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99,3,0,14.62,43.0,No Discount,11.33,4.87
1961,CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85,5,0,53.43,18.0,No Discount,59.37,10.69
1962,CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,TEC-AC-10002217,Technology,Accessories,Imation�Clip USB�flash drive�- 8 GB,112.8,6,0,6.77,6.0,No Discount,18.80,1.13
1963,CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71,3,0,6.58,48.0,No Discount,4.57,2.19
1964,CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,24.9,5,0,11.70,47.0,No Discount,4.98,2.34
1965,CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29,3,0,17.18,6.0,No Discount,95.43,5.73
1966,CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2,0,7.25,30.0,No Discount,12.09,3.63
1967,CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,281.97,3,0,78.95,28.0,No Discount,93.99,26.32
1969,CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3,0,79.89,48.0,No Discount,55.48,26.63
1970,CA-2017-117485,9/23/2017,9/29/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Tulsa,Oklahoma,74133,Central,TEC-AC-10004659,Technology,Accessories,Imation�Secure+ Hardware Encrypted USB 2.0�Flash Drive; 16GB,291.96,4,0,102.19,35.0,No Discount,72.99,25.55
1971,CA-2017-140242,5/6/2017,5/11/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408,3,20,0.64,10.0,Low Discount,2.14,0.21
1972,CA-2017-140242,5/6/2017,5/11/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,TEC-AC-10004659,Technology,Accessories,Imation�Secure+ Hardware Encrypted USB 2.0�Flash Drive; 16GB,408.744,7,20,76.64,18.8,Low Discount,58.39,10.95
1973,CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,4,80,-8.68,-170.2,High Discount,1.28,-2.17
1974,CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2,20,0.47,16.2,Low Discount,1.45,0.24
1975,CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.016,3,20,-2.19,-6.3,Low Discount,11.67,-0.73
1976,CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97,3,0,11.04,4.0,No Discount,91.99,3.68
1977,CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.95,5,0,362.69,26.0,No Discount,278.99,72.54
1978,CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88,6,0,70.96,13.0,No Discount,90.98,11.83
1979,CA-2015-109939,5/8/2015,5/12/2015,Standard Class,AA-10375,Allen Armold,Consumer,United States,Salem,Oregon,97301,West,OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248,2,20,0.59,11.2,Low Discount,2.63,0.30
1980,CA-2016-112669,4/14/2016,4/14/2016,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,4,20,105.02,11.2,Low Discount,233.39,26.26
1981,CA-2016-112669,4/14/2016,4/14/2016,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976,4,20,4.30,10.0,Low Discount,10.75,1.08
1982,CA-2015-119592,12/14/2015,12/16/2015,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,3.76,2,0,1.80,47.9,No Discount,1.88,0.90
1983,CA-2014-122749,12/3/2014,12/9/2014,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition�Headset,479.96,4,0,134.39,28.0,No Discount,119.99,33.60
1984,CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6,0,93.06,29.0,No Discount,53.48,15.51
1985,CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,23.88,3,0,10.51,44.0,No Discount,7.96,3.50
1986,CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76,4,0,12.31,46.0,No Discount,6.69,3.08
1987,CA-2016-147417,7/25/2016,7/27/2016,First Class,CB-12415,Christy Brittain,Consumer,United States,Columbus,Ohio,43229,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,4,40,192.00,13.3,Medium Discount,360.00,48.00
1988,CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,17.22,3,0,7.92,46.0,No Discount,5.74,2.64
1989,CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,7,0,215.12,21.0,No Discount,146.34,30.73
1990,CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-EN-10000781,Office Supplies,Envelopes,"\"#10- 4 1/8\"\" x 9 1/2\"\" Recycled Envelopes\"",26.22,3,0,12.32,47.0,No Discount,8.74,4.11
1991,CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,3,0,8.50,49.0,No Discount,5.78,2.83
1992,CA-2017-111374,2/24/2017,2/28/2017,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1\"\"",4.956,4,70,-3.80,-76.6,High Discount,1.24,-0.95
1993,CA-2017-133648,6/25/2017,7/2/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,71.04,6,20,26.64,37.5,Low Discount,11.84,4.44
1994,CA-2017-133648,6/25/2017,7/2/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,2,20,0.73,13.7,Low Discount,2.67,0.37
1995,CA-2017-133648,6/25/2017,7/2/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.304,3,20,-2.12,-18.8,Low Discount,3.77,-0.71
1996,US-2017-147221,12/2/2017,12/4/2017,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,5,80,-766.01,-260.0,High Discount,58.92,-153.20
1997,US-2017-147221,12/2/2017,12/4/2017,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,4,60,-3.72,-42.5,High Discount,2.19,-0.93
1998,CA-2014-131905,2/6/2014,2/9/2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15,4,0,7.20,48.0,No Discount,3.75,1.80
1999,CA-2014-131905,2/6/2014,2/9/2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.61,1,0,42.02,26.0,No Discount,161.61,42.02
2000,CA-2014-131905,2/6/2014,2/9/2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95,5,0,42.04,29.0,No Discount,28.99,8.41
2001,CA-2017-166128,4/11/2017,4/18/2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,0,21.99,11.0,No Discount,39.99,4.40
2002,CA-2017-166128,4/11/2017,4/18/2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,7,0,14.23,34.0,No Discount,5.98,2.03
2003,CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0,9.59,10.0,No Discount,31.98,3.20
2004,CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,5,0,76.11,25.0,No Discount,60.89,15.22
2005,US-2017-143028,4/11/2017,4/18/2017,Standard Class,SC-20050,Sample Company A,Home Office,United States,Lubbock,Texas,79424,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,3,80,-17.05,-150.1,High Discount,3.79,-5.68
2006,CA-2014-111150,12/31/2014,1/4/2015,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,7,0,11.58,39.0,No Discount,4.24,1.65
2007,CA-2014-111150,12/31/2014,1/4/2015,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53,7,0,16.16,34.0,No Discount,6.79,2.31
2008,CA-2017-165386,8/3/2017,8/4/2017,First Class,CM-12190,Charlotte Melton,Consumer,United States,Chicago,Illinois,60623,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2,30,-36.67,-20.0,Medium Discount,91.69,-18.34
2009,CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,4.224,3,20,0.48,11.4,Low Discount,1.41,0.16
2010,CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AP-10002118,Office Supplies,Appliances,"\"1.7 Cubic Foot Compact \"\"Cube\"\" Office Refrigerators\"",333.056,2,20,29.14,8.7,Low Discount,166.53,14.57
2011,CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% R�sum� Paper, 24lb.",24.896,4,20,7.78,31.2,Low Discount,6.23,1.95
2012,CA-2015-155761,12/11/2015,12/11/2015,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,159.984,2,20,36.00,22.5,Low Discount,79.99,18.00
2013,CA-2015-155761,12/11/2015,12/11/2015,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,3,20,4.63,10.0,Low Discount,15.45,1.54
2014,CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,1,0,84.24,24.0,No Discount,350.98,84.24
2015,CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,0,6.02,46.0,No Discount,6.54,3.01
2016,CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,0,117.01,13.0,No Discount,225.02,29.25
2017,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.568,2,20,6.37,36.3,Low Discount,8.79,3.19
2018,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,0,6.87,47.0,No Discount,7.31,3.44
2019,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,4,0,8.67,26.0,No Discount,8.34,2.17
2020,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,6,0,19.67,49.0,No Discount,6.69,3.28
2021,CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,9,0,481.87,30.0,No Discount,178.47,53.54
2023,CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,49.53,3,0,23.77,48.0,No Discount,16.51,7.92
2024,CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0,244.25,28.0,No Discount,218.08,61.06
2025,US-2017-111241,8/20/2017,8/22/2017,Second Class,GM-14500,Gene McClure,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,5,20,77.71,32.5,Low Discount,47.82,15.54
2026,CA-2015-114237,3/13/2015,3/15/2015,First Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0,39.75,28.0,No Discount,70.98,19.88
2027,CA-2016-113516,9/8/2016,9/10/2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10002225,Office Supplies,Binders,"\"Square Ring Data Binders, Rigid 75 Pt. Covers, 11\"\" x 14-7/8\"\"\"",33.024,2,20,11.56,35.0,Low Discount,16.51,5.78
2028,CA-2016-113516,9/8/2016,9/10/2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4,20,23.50,35.0,Low Discount,16.79,5.88
2030,CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",104.9,5,0,25.18,24.0,No Discount,20.98,5.04
